cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,population,habitat,class
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,yellow,several,leaves,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,several,leaves,edible
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
convex,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,none,free,close,broad,white,enlarging,yellow,scaly,brown,brown,partial,white,pendant,white,solitary,paths,edible
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
bell,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
bell,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
flat,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,several,paths,edible
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
bell,scaly,yellow,FALSE,none,free,crowded,narrow,white,enlarging,yellow,scaly,yellow,yellow,partial,yellow,evanescent,white,clustered,leaves,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,brown,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,solitary,paths,edible
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,brown,clustered,leaves,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,orange,several,leaves,edible
flat,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,buff,clustered,leaves,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,buff,several,leaves,edible
bell,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
flat,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,scaly,red,FALSE,musty,free,close,broad,yellow,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,yellow,clustered,leaves,edible
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
flat,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
bell,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
flat,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,clustered,leaves,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
flat,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,orange,several,leaves,edible
knobbed,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
bell,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,yellow,clustered,leaves,edible
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,brown,several,leaves,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
